Date,Close,High,Low,Open,Volume
2023-03-27,741.9351196289062,747.6151870715003,737.8881062444385,739.4500901227714,31872006
2023-03-28,747.9703369140625,749.2483870058587,740.3495898343076,741.1069207513099,39276302
2023-03-29,751.567626953125,758.2890171010677,748.7749155212824,749.7689157853254,39763612
2023-03-31,761.8628540039062,763.4721604711577,753.7450781349003,755.2597399090109,34711228
2023-04-03,762.3361206054688,764.7737701383646,758.6440534334533,760.916103659407,40025398
2023-04-05,782.784423828125,783.8494366496599,764.915875377929,766.1465453044627,43365392
2023-04-06,788.7484130859375,790.0974176490104,779.6366375439686,780.3230137466818,44637344
2023-04-10,785.009033203125,790.9494607030667,782.902697787476,787.2810834915474,31813286
2023-04-11,787.3048095703125,790.1921660159843,781.5300388983272,785.2694286862951,42361542
2023-04-12,797.5288696289062,799.0908536154229,789.4347845187364,789.5294292037479,26955504
2023-04-13,801.1025390625,803.2799446098875,794.3338262706332,799.138228506588,35330086
2023-04-17,788.8904418945312,814.1430655398879,782.571377912893,814.1430655398879,32405148
2023-04-18,785.5534057617188,793.9078508052294,784.0387440490672,790.4761429987975,29637226
2023-04-19,788.440673828125,790.618079244519,784.3936604333247,788.1093596720481,24741168
2023-04-20,791.37548828125,794.0024850715804,788.7721237726142,791.280785812552,32922716
2023-04-21,792.6535034179688,793.7658385477291,787.2811171507625,790.0028164885751,20128618
2023-04-24,799.0671997070312,800.6291836512714,792.4167640167948,798.5228483313539,35675852
2023-04-25,787.70703125,798.8541289397548,786.6420186043182,798.8541289397548,50353068
2023-04-26,791.3281860351562,792.8428477663938,783.3760674945562,785.7427625625156,27392750
2023-04-27,795.682861328125,797.6945520840111,788.5117639010149,790.7128018135829,47790392
2023-04-28,798.806884765625,800.4162489215953,790.4761299225689,797.4341901096315,27916272
2023-05-02,798.6412353515625,804.2029686544997,796.1562055779098,799.3275537958391,32221184
2023-05-03,801.4339599609375,802.7829645894082,795.0438832970477,797.552545393005,29407270
2023-05-04,817.8351440429688,820.9828021558743,798.5702121515963,798.5702121515963,56854638
2023-05-05,769.4835815429688,786.1924141095578,767.8032049269116,775.8026458391606,62770416
2023-05-08,778.38232421875,781.1750359781396,771.5425985281042,773.9092936156137,37244524
2023-05-09,778.406005859375,783.8494045017483,776.2522902407883,780.9620480823568,43688938
2023-05-10,782.0033569335938,783.210394506021,773.0099158578086,778.4059920594077,46340550
2023-05-11,782.5240478515625,798.9962689250709,780.6543818274131,788.1804838313546,35734618
2023-05-12,789.4347534179688,791.8014482563958,778.2875976167232,779.5892797778581,22478760
2023-05-15,793.2214965820312,795.5645014526352,788.1567347587811,791.4227853213184,18512260
2023-05-16,788.6732177734375,800.4030139627808,787.0932626645074,800.4030139627808,32722086
2023-05-17,784.43603515625,789.9658192684319,778.1641970070733,789.9658192684319,30466868
2023-05-18,787.572021484375,791.8569644245696,785.1781855528116,789.0083230433131,49646942
2023-05-19,788.481689453125,789.9658560394562,781.1326248446826,789.0083216684993,30460332
2023-05-22,785.6809692382812,791.3543491028732,781.6832161993159,787.5720763787239,28334032
2023-05-23,783.837646484375,789.7743715289307,782.0422694614203,789.4871228939105,22470074
2023-05-24,773.5921020507812,782.6647175463944,772.5387790945629,779.2176169192138,33588112
2023-05-25,770.6236572265625,775.6268094273125,764.7587591498904,773.5441253964981,29776930
2023-05-26,773.5921020507812,775.1241337865805,767.1047828039214,775.1241337865805,26635066
2023-05-29,783.0237426757812,785.6569622323185,777.9248603912886,779.6723723310973,21816292
2023-05-30,783.6222534179688,786.446991726549,779.6963855607993,782.1141249746089,37125928
2023-05-31,771.22216796875,782.7604463317739,768.2538345692759,780.3427069263231,43334270
2023-06-01,767.9425659179688,775.5549758597977,766.0274971750312,775.5549758597977,50366938
2023-06-02,769.1395263671875,773.1133176055869,766.5063067001975,771.9881679023533,17859710
2023-06-05,768.1340942382812,773.9271655706029,767.2004631482836,772.9696311869709,18697242
2023-06-06,765.7402954101562,770.7433894299307,762.3170981340278,769.6901249341668,32182852
2023-06-07,769.7140502929688,772.0361181070452,764.112497093835,767.6792895707576,24949026
2023-06-08,770.1926879882812,778.4753830300483,767.5834304077028,767.5834304077028,37395522
2023-06-09,771.1024780273438,774.8847507794242,769.3789277124094,773.6399676877086,18212578
2023-06-12,766.4105224609375,773.592030136009,765.7641400155738,772.0360368064102,13408292
2023-06-13,767.7031860351562,770.3364055694209,761.2876940266594,761.2876940266594,27926108
2023-06-14,766.8652954101562,771.7726587801916,766.1231829378727,771.030546307908,20113968
2023-06-15,757.4336547851562,768.8761438484094,755.9733914813049,767.9425712071014,35377476
2023-06-16,767.3441772460938,770.4322024997265,758.3672916910389,759.8754201529412,15779272
2023-06-19,768.0144653320312,772.8500026766968,765.2375920147995,771.2940091758765,24829146
2023-06-20,769.6182861328125,771.2939713592292,761.5510703742875,768.0144276761805,20005626
2023-06-21,783.0715942382812,783.8615717803077,771.2939332038942,773.6877691232111,24308946
2023-06-22,786.9017333984375,793.580570693625,784.7233777731387,785.1781832214814,56596140
2023-06-23,786.8538208007812,794.7056138469821,782.3294945543738,784.0051796001923,21339218
2023-06-26,783.0476684570312,790.3249060654587,779.7680665871447,787.571994837304,16130314
2023-06-27,794.083251953125,800.9296461673263,784.4840048316838,786.5905337191974,33831864
2023-06-28,802.4856567382812,804.2810337444777,794.9929383437692,799.5412267594668,59562950
2023-06-30,814.5745239257812,818.1174128864183,805.8848875767882,815.8193069543128,40699016
2023-07-03,823.3839111328125,841.4334124492976,818.691968869587,819.8888869527296,44104116
2023-07-04,827.4054565429688,836.406303333363,820.5112555769142,825.1313123295552,38795188
2023-07-05,801.1211547851562,823.4795589682101,798.8470106542848,821.6841820227852,37165754
2023-07-06,801.93505859375,808.0872054143094,794.9450691746598,800.977524195429,52156544
2023-07-07,794.945068359375,801.9350577712964,792.9821345334826,797.1473857846021,19926336
2023-07-10,793.053955078125,802.7729532283765,789.8222762743131,795.2323693528155,38398442
2023-07-11,789.1998291015625,802.4137915457645,787.8113925946035,796.1898182223189,50670426
2023-07-12,781.8029174804688,797.7698512050471,779.0261026386073,792.5273150200137,70958358
2023-07-13,785.704833984375,793.5326659534852,784.2446291019418,793.1735905563402,41913546
2023-07-14,787.3327026367188,791.6894727017868,782.7844139927244,791.6894727017868,24727214
2023-07-17,803.80224609375,805.2864126924621,781.8268204083179,789.9658626293475,49252928
2023-07-18,803.1319580078125,815.8192884919896,799.5412040971963,812.9466853634967,81076818
2023-07-19,806.7705078125,808.5180195878992,801.934971315903,804.8554392242829,32935134
2023-07-20,808.5180053710938,810.0739985716599,804.3287929080311,804.879386806113,56210948
2023-07-21,802.2941284179688,809.0208308967337,801.0972104283851,804.3288890002611,42154248
2023-07-24,803.5628662109375,806.555161158962,799.5890751426567,803.6107312414538,32179444
2023-07-25,812.2763671875,813.4254200816819,803.5628280895314,806.5551228956,55992596
2023-07-26,809.45166015625,813.7126998116902,808.1590121278992,813.7126998116902,24794358
2023-07-27,801.0493774414062,815.3405671200665,798.3203692500316,813.8564004422645,59741302
2023-07-28,786.8538208007812,799.0145182505155,785.7047679378544,795.471629607848,41015684
2023-07-31,790.5403442382812,793.2214872008873,784.5557544882844,789.989808735889,34565006
2023-08-01,795.8307495117188,798.3203154846697,789.9658515231379,792.0963421090329,35394188
2023-08-02,785.4176025390625,790.6840418124119,781.8986752587043,786.1357533490648,28116322
2023-08-03,779.7442016601562,790.6121935791729,777.0391553272656,785.1781976196645,57673946
2023-08-04,791.0191040039062,793.0778262359121,780.0314207032054,782.856158727379,37388304
2023-08-07,790.5642700195312,796.2376491558498,788.7928549114002,796.2376491558498,28300918
2023-08-08,789.9180297851562,792.6469794990385,786.1597188833139,790.779775695363,43773828
2023-08-09,790.2052001953125,792.1202688416507,780.9171055719207,791.4021180992739,33361236
2023-08-10,783.1912231445312,792.0005503088863,780.8692141779015,788.5534502391737,50781118
2023-08-11,775.0283813476562,784.4122069559019,773.7835398495799,784.4122069559019,28225822
2023-08-14,771.24609375,773.2090275802822,766.1472113841155,771.2939587813216,31304410
2023-08-16,768.9957885742188,770.6475703412267,757.0745330516527,757.936278873205,34137542
2023-08-17,764.73486328125,770.7673182443161,763.1549081618289,764.8784583736676,52884040
2023-08-18,761.598876953125,764.2560581283789,759.085349306415,760.0668453838622,25633366
2023-08-21,761.0004272460938,766.2668661889733,759.8035093045302,766.2668661889733,21837270
2023-08-22,757.7448120117188,765.069973432526,756.4521639695814,764.2799958764373,32273570
2023-08-23,759.6119384765625,761.5031037600577,753.2204087970642,756.4520870169149,36498588
2023-08-24,756.1170043945312,764.2081226998831,754.6088761414499,762.8197446808867,43145792
2023-08-25,747.594970703125,755.2552457791736,746.1108040957927,753.8429059393314,30069756
2023-08-28,755.3749389648438,757.7209098998453,747.5949720764402,747.5949720764402,28867238
2023-08-29,761.3834838867188,762.5085750919843,757.1463475103358,761.0961768187698,35538932
2023-08-30,755.8297119140625,767.918583020737,753.4358760513546,767.918583020737,28084204
2023-08-31,752.358642578125,757.9602535082042,748.3609484150296,755.973358072876,100075772
2023-09-01,753.9146728515625,755.9733951516992,746.5656081528945,752.1432576208482,43226776
2023-09-04,758.630615234375,761.9340622690505,754.0104999128797,761.2398731833899,25073638
2023-09-05,754.010498046875,760.4738554447009,751.9517756465584,760.4738554447009,38712082
2023-09-06,763.873046875,766.0274992165465,754.010454511239,754.9201238552107,56320910
2023-09-07,771.22216796875,772.730296406896,759.8754081832036,763.8731027987624,34208342
2023-09-08,777.2306518554688,781.7789400663747,769.6661070326583,770.0012791246807,34502210
2023-09-11,781.2523193359375,783.5025017381441,777.51791189902,779.8638828046087,31573022
2023-09-12,783.6940307617188,786.5666339228394,778.0206512071577,785.178197372979,39033340
2023-09-13,787.04541015625,790.7318942113928,779.7202486339522,781.0129551372609,46420094
2023-09-14,786.5665893554688,789.9658245482066,782.8321820803015,787.2129133414476,23538848
2023-09-15,795.5913696289062,799.5411989049336,789.9658552054733,789.9658552054733,173411202
2023-09-18,779.9357299804688,792.3597154342939,778.5233316755201,791.7612564347212,37056288
2023-09-20,748.648193359375,765.5486976798287,747.0682967790859,765.5486976798287,115474648
2023-09-21,743.6929931640625,751.161749541656,735.8891231351594,743.5254363384076,72841442
2023-09-22,732.3462524414062,748.9834124885792,729.5215142987016,746.3980579436757,61704250
2023-09-25,732.9925537109375,737.636571986799,730.1199506265053,730.1199506265053,40208754
2023-09-26,736.1763305664062,737.3014216965777,730.1199143423902,730.1199143423902,27575308
2023-09-27,731.005615234375,733.7106613351264,725.3322361649047,729.1623733855774,39338538
2023-09-28,729.49755859375,736.1524343562999,726.9361657647512,734.4288841265327,55354188
2023-09-29,730.7423706054688,735.1230435502242,728.8273018844358,729.4975291821899,32053782
2023-10-03,722.0048828125,731.0774976675469,721.0233866976592,731.0774976675469,38971694
2023-10-04,732.29833984375,734.9075975129915,713.0039997369529,715.7569109328484,54649430
2023-10-05,735.2667236328125,742.8312687313597,733.7585952718871,734.9316099718342,48512674
2023-10-06,734.4528198242188,739.6952970962377,732.4419625913994,739.2165299136511,17759356
2023-10-09,725.9307861328125,732.513835306317,723.8960254791839,731.55630088108,16454972
2023-10-10,730.0481567382812,732.035052316478,725.4280415474352,727.989492834349,33266292
2023-10-11,737.1099243164062,738.3308039789869,731.7956204103215,732.561636194785,31333360
2023-10-12,742.0173950195312,743.0467562738991,733.2798928919548,735.4343454713572,22025336
2023-10-13,735.2667236328125,741.5146589381054,732.4898505097352,737.3014842223872,39745300
2023-10-16,732.322265625,734.6442747554978,727.9654959828763,733.2319349541434,17856084
2023-10-17,737.8759765625,744.8420626176685,734.9076433348039,744.8420626176685,32902558
2023-10-18,727.6064453125,737.8759782779842,726.8164677513256,737.8759782779842,31216200
2023-10-19,725.308349609375,730.7184423716426,719.682834983418,720.7361578942352,30252364
2023-10-20,729.066650390625,731.0774490736428,720.5445716148215,720.5445716148215,21094010
2023-10-23,721.04736328125,731.9153553189844,718.1986633818357,729.4018275247573,22376136
2023-10-25,716.47509765625,729.066698092264,714.0572999767982,728.2048937755804,28311996
2023-10-26,700.6279907226562,714.3207220983548,699.1198622279642,713.9616466683456,55561798
2023-10-27,703.380859375,707.6179375015631,702.3036331507926,703.548416210113,31940532
